"LSOA11CD","PCN_Code","PCN_Name","Patients","Proportion_residents_to_PCN"
"E01031752","U04725","Haywards Heath Central PCN",1026,0.519756838905775
"E01031753","U04725","Haywards Heath Central PCN",905,0.618591934381408
"E01031754","U04725","Haywards Heath Central PCN",1018,0.616969696969697
"E01031755","U04725","Haywards Heath Central PCN",770,0.515394912985274
"E01031756","U03364","Haywards Heath Villages PCN",1988,0.632516703786192
"E01031757","U03364","Haywards Heath Villages PCN",1080,0.742778541953232
"E01031758","U03364","Haywards Heath Villages PCN",1029,0.733428367783321
"E01031759","U04725","Haywards Heath Central PCN",1357,0.716094986807388
"E01031760","U04725","Haywards Heath Central PCN",1188,0.628904182106935
"E01031761","U04725","Haywards Heath Central PCN",1935,0.731292517006803
"E01031763","U04725","Haywards Heath Central PCN",1609,0.69383354894351
"E01031764","U03364","Haywards Heath Villages PCN",1067,0.776564774381368
"E01031765","U03364","Haywards Heath Villages PCN",1103,0.593010752688172
"E01031766","U80779","East Grinstead PCN",1159,0.554545454545455
"E01031767","U06871","Burgess Hill & Villages PCN",2189,0.931093151850277
"E01031768","U06871","Burgess Hill & Villages PCN",1615,0.987163814180929
"E01031769","U06871","Burgess Hill & Villages PCN",1764,0.992125984251969
"E01031770","U06871","Burgess Hill & Villages PCN",1381,0.804309842748981
"E01031771","U06871","Burgess Hill & Villages PCN",1685,0.956842703009654
"E01031772","U03364","Haywards Heath Villages PCN",1680,0.82799408575653
"E01031773","U03364","Haywards Heath Villages PCN",1530,0.774683544303797
"E01031774","U03364","Haywards Heath Villages PCN",2265,0.828153564899452
"E01031775","U03364","Haywards Heath Villages PCN",1469,0.784722222222222
"E01031776","U13952","Central Worthing Practices PCN",1296,0.856010568031704
"E01031777","U13952","Central Worthing Practices PCN",1481,0.788604898828541
"E01031778","U13952","Central Worthing Practices PCN",1294,0.837540453074434
"E01031779","U13952","Central Worthing Practices PCN",857,0.604798870853917
"E01031780","U13952","Central Worthing Practices PCN",1266,0.798738170347003
"E01031781","U13952","Central Worthing Practices PCN",1302,0.778708133971292
"E01031782","U01092","Cissbury Integrated Care PCN",1433,0.743257261410788
"E01031783","U01092","Cissbury Integrated Care PCN",1362,0.772546795235394
"E01031784","U01092","Cissbury Integrated Care PCN",2001,0.645275717510481
"E01031785","U01092","Cissbury Integrated Care PCN",1134,0.72
"E01031786","U01092","Cissbury Integrated Care PCN",1271,0.756547619047619
"E01031787","U01092","Cissbury Integrated Care PCN",1700,0.770975056689342
"E01031788","U01092","Cissbury Integrated Care PCN",1258,0.543177892918826
"E01031789","U01092","Cissbury Integrated Care PCN",2101,0.764556040756914
"E01031790","U01092","Cissbury Integrated Care PCN",1037,0.522418136020151
"E01031791","U13952","Central Worthing Practices PCN",1096,0.50764242704956
"E01031792","U49536","Coastal and South Downs PCN",686,0.492109038737446
"E01031793","U49536","Coastal and South Downs PCN",797,0.595220313666916
"E01031794","U49536","Coastal and South Downs PCN",713,0.462987012987013
"E01031795","U49536","Coastal and South Downs PCN",812,0.469907407407407
"E01031796","U13952","Central Worthing Practices PCN",1293,0.739279588336192
"E01031797","U13952","Central Worthing Practices PCN",1220,0.911127707244212
"E01031798","U13952","Central Worthing Practices PCN",1216,0.760951188986233
"E01031799","U13952","Central Worthing Practices PCN",1558,0.84170718530524
"E01031800","U13952","Central Worthing Practices PCN",1484,0.859293572669369
"E01031801","U13952","Central Worthing Practices PCN",1393,0.774749721913237
"E01031802","U49536","Coastal and South Downs PCN",931,0.558488302339532
"E01031803","U49536","Coastal and South Downs PCN",942,0.58364312267658
"E01031804","U01092","Cissbury Integrated Care PCN",964,0.556260819388344
"E01031805","U49536","Coastal and South Downs PCN",892,0.536702767749699
"E01031806","U01092","Cissbury Integrated Care PCN",1015,0.548056155507559
"E01031807","U01092","Cissbury Integrated Care PCN",1332,0.758542141230068
"E01031808","U01092","Cissbury Integrated Care PCN",1508,0.820010875475802
"E01031809","U01092","Cissbury Integrated Care PCN",1463,0.785292538915727
"E01031810","U01092","Cissbury Integrated Care PCN",1280,0.664244940321744
"E01031811","U01092","Cissbury Integrated Care PCN",1149,0.768048128342246
"E01031812","U01092","Cissbury Integrated Care PCN",1165,0.730407523510972
"E01031813","U01092","Cissbury Integrated Care PCN",1362,0.734231805929919
"E01031814","U01092","Cissbury Integrated Care PCN",1007,0.555739514348786
"E01031815","U01092","Cissbury Integrated Care PCN",1059,0.678411274823831
"E01031816","U01092","Cissbury Integrated Care PCN",1290,0.765124555160142
"E01031817","U49536","Coastal and South Downs PCN",764,0.410973641742872
"E01031818","U49536","Coastal and South Downs PCN",1030,0.47906976744186
"E01031819","U49536","Coastal and South Downs PCN",1841,0.445870670864616
"E01031820","U49536","Coastal and South Downs PCN",1718,0.958170663692136
"E01031821","U49536","Coastal and South Downs PCN",1710,0.95
"E01031822","U13952","Central Worthing Practices PCN",835,0.514479359211337
"E01031823","U13952","Central Worthing Practices PCN",1001,0.597968936678614
"E01031824","U13952","Central Worthing Practices PCN",1212,0.799472295514512
"E01031825","U13952","Central Worthing Practices PCN",717,0.435072815533981
"E01031826","U13952","Central Worthing Practices PCN",672,0.419737663960025
"E01031827","U13952","Central Worthing Practices PCN",1003,0.634810126582279
"E01031828","U49536","Coastal and South Downs PCN",1170,0.860927152317881
"E01031829","U49536","Coastal and South Downs PCN",1262,0.766707168894289
"E01031830","U49536","Coastal and South Downs PCN",767,0.459556620730977
"E01031831","U01092","Cissbury Integrated Care PCN",1360,0.788405797101449
"E01031832","U01092","Cissbury Integrated Care PCN",1224,0.764522173641474
"E01031833","U01092","Cissbury Integrated Care PCN",1378,0.813459268004723
"E01031834","U01092","Cissbury Integrated Care PCN",1401,0.827036599763872
"E01031835","U01092","Cissbury Integrated Care PCN",1842,0.889855072463768
"E01031836","U13952","Central Worthing Practices PCN",1224,0.689189189189189
"E01031837","U13952","Central Worthing Practices PCN",1723,0.831162566328992
"E01031838","U13952","Central Worthing Practices PCN",1407,0.857926829268293
"E01031839","U13952","Central Worthing Practices PCN",1543,0.828678839957035
"E01031840","U13952","Central Worthing Practices PCN",1255,0.69606211869107
"E01032717","U33593","Rural North Chichester PCN",3100,0.99422706863374
"E01032831","U48056","Eastbourne East PCN",1592,0.943687018375815
"E01032832","U48056","Eastbourne East PCN",1248,0.771799628942486
"E01032833","U48056","Eastbourne East PCN",1294,0.952170713760118
"E01032835","U52694","Crawley Care Collaborative PCN",1027,0.482159624413146
"E01032836","U52694","Crawley Care Collaborative PCN",1670,0.616463639719454
"E01032837","U04725","Haywards Heath Central PCN",1791,0.662352071005917
"E01032838","U04725","Haywards Heath Central PCN",827,0.544437129690586
"E01032839","U04725","Haywards Heath Central PCN",900,0.705329153605016
"E01033328","U29677","East & Central Brighton PCN",907,0.550698239222829
"E01033329","U29677","East & Central Brighton PCN",701,0.268376722817764
